id,prenom,nom,sexe,age,telephone,email,adresse,region,departement,groupe_sanguin,profession,date_dernier_don,frequence_annuelle,statut_actif
DON-31292,Adama,Sane,F,36,+221 75 907 27 54,adama.sane2@example.sn,"Quartier Escale, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,A-,Tailleur,2025-05-31,0,False
DON-58546,Seynabou,Samb,F,31,+221 77 616 75 06,seynabou.samb@example.sn,"Quartier Médina, Kolda",Kolda,Kolda,O+,Sans emploi,2025-02-27,1,False
DON-31613,Amy,Faye,F,48,+221 70 367 07 98,amy.faye@example.sn,"Quartier Diamaguène, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,A-,Tailleur,2024-05-19,2,False
DON-66169,Mariama,Sow,F,45,+221 76 254 87 89,mariama.sow@example.sn,"Quartier Médina, Thiès",Thiès,Thiès,A+,Commerçant,2024-07-30,0,False
DON-56825,Khady,Diop,F,59,+221 75 246 83 45,khady.diop1@example.sn,"Quartier Escale, Bambey",Diourbel,Bambey,B+,Fonctionnaire,2024-03-03,1,False
DON-32273,Aissatou,Diop,F,60,+221 76 922 68 77,aissatou.diop@example.sn,"Quartier Escale, Tambacounda",Tambacounda,Tambacounda,O+,Chauffeur,2025-07-22,2,False
DON-70599,Salimata,Samb,F,47,+221 75 536 17 77,salimata.samb2@example.sn,"Quartier Médina, Ziguinchor",Ziguinchor,Ziguinchor,A-,Ingénieur,2025-11-29,1,True
DON-31339,Salimata,Sy,F,21,+221 76 859 18 32,salimata.sy1@example.sn,"Quartier HLM, Kanel",Matam,Kanel,O+,Ingénieur,2024-03-25,1,False
DON-97327,Bintou,Diaw,F,31,+221 70 453 23 97,bintou.diaw2@example.sn,"Quartier Médina, Kébémer",Louga,Kébémer,O+,Avocat,2025-03-24,0,False
DON-26529,Ibrahima,Fall,M,49,+221 78 223 21 54,ibrahima.fall@example.sn,"Quartier HLM, Keur Massar",Dakar,Keur Massar,A+,Tailleur,2024-11-01,2,False
DON-97591,Amy,Sy,F,32,+221 75 607 58 79,amy.sy@example.sn,"Quartier Médina, Kanel",Matam,Kanel,A+,Sans emploi,2024-04-15,2,False
DON-61060,Omar,Diouf,M,29,+221 78 934 86 26,omar.diouf@example.sn,"Quartier Plateau, Kolda",Kolda,Kolda,A+,Électricien,2025-05-21,2,False
DON-51259,Oumou,Gueye,F,43,+221 75 408 63 68,oumou.gueye2@example.sn,"Quartier Escale, Kébémer",Louga,Kébémer,O+,Fonctionnaire,2024-03-31,1,False
DON-89157,Mariama,Ly,F,21,+221 76 566 17 55,mariama.ly2@example.sn,"Quartier Médina, Birkelane",Kaffrine,Birkelane,A+,Fonctionnaire,2024-08-27,1,False
DON-54194,Youssoupha,Ndiaye,M,41,+221 77 275 48 50,youssoupha.ndiaye2@example.sn,"Quartier Plateau, Salémata",Kédougou,Salémata,O+,Ingénieur,2025-01-18,0,False
DON-79582,Amadou,Ba,M,48,+221 76 987 07 03,amadou.ba1@example.sn,"Quartier Diamaguène, Saraya",Kédougou,Saraya,O+,Informaticien,2025-04-29,1,False
DON-47288,Pape,Sane,M,35,+221 70 130 05 62,pape.sane@example.sn,"Quartier Plateau, Goudiry",Tambacounda,Goudiry,O+,Enseignant,2025-12-20,4,True
DON-68886,Oumou,Diagne,F,52,+221 70 603 79 04,oumou.diagne2@example.sn,"Quartier Escale, Bakel",Tambacounda,Bakel,O+,Infirmier,2025-06-20,2,False
DON-41323,Seynabou,Camara,F,26,+221 76 103 77 55,seynabou.camara1@example.sn,"Quartier Plateau, Keur Massar",Dakar,Keur Massar,A+,Commerçant,2024-10-31,0,False
DON-50134,Fama,Samb,F,20,+221 75 185 89 21,fama.samb1@example.sn,"Quartier Plateau, Bignona",Ziguinchor,Bignona,O+,Informaticien,2024-04-19,2,False
DON-33230,Safietou,Sow,F,53,+221 75 435 97 56,safietou.sow@example.sn,"Quartier Escale, Louga",Louga,Louga,B+,Journaliste,2025-03-04,0,False
DON-32154,Bintou,Sy,F,23,+221 70 531 32 96,bintou.sy3@example.sn,"Quartier Plateau, Sédhiou",Sédhiou,Sédhiou,O+,Fonctionnaire,2025-05-15,1,False
DON-81916,El Hadji,Diouf,M,43,+221 77 227 88 56,elhadji.diouf1@example.sn,"Quartier Médina, Kaffrine",Kaffrine,Kaffrine,A-,Mécanicien,2024-07-28,0,False
DON-54240,Abdoulaye,Toure,M,56,+221 77 939 63 77,abdoulaye.toure@example.sn,"Quartier Diamaguène, Dagana",Saint-Louis,Dagana,A+,Avocat,2024-10-29,2,False
DON-56299,Serigne,Dia,M,44,+221 78 750 75 57,serigne.dia2@example.sn,"Quartier Médina, Goudiry",Tambacounda,Goudiry,B+,Architecte,2025-11-01,3,True
DON-31016,Boubacar,Gaye,M,61,+221 75 997 26 09,boubacar.gaye@example.sn,"Quartier Médina, Saint-Louis",Saint-Louis,Saint-Louis,A+,Sans emploi,2025-02-18,2,False
DON-62751,Fatou,Ba,F,45,+221 78 381 05 69,fatou.ba1@example.sn,"Quartier Médina, Kébémer",Louga,Kébémer,B+,Sans emploi,2024-08-28,2,False
DON-70011,El Hadji,Sy,M,53,+221 76 640 58 53,elhadji.sy1@example.sn,"Quartier HLM, Linguère",Louga,Linguère,O+,Informaticien,2024-07-13,0,False
DON-95028,Pape,Faye,M,30,+221 70 797 14 98,pape.faye@example.sn,"Quartier Escale, Keur Massar",Dakar,Keur Massar,O-,Tailleur,2025-01-18,1,False
DON-27795,Amadou,Samb,M,34,+221 76 929 37 39,amadou.samb1@example.sn,"Quartier Diamaguène, Tivaouane",Thiès,Tivaouane,O+,Architecte,2024-06-06,2,False
DON-50902,Aissatou,Kane,F,44,+221 75 814 10 64,aissatou.kane@example.sn,"Quartier HLM, Saint-Louis",Saint-Louis,Saint-Louis,O+,Commerçant,2025-05-28,0,False
DON-46787,Mustapha,Dia,M,27,+221 70 791 27 13,mustapha.dia@example.sn,"Quartier Escale, Mbacké",Diourbel,Mbacké,B+,Ingénieur,2025-08-31,3,True
DON-52959,Serigne,Cisse,M,31,+221 78 256 15 60,serigne.cisse2@example.sn,"Quartier Médina, Kanel",Matam,Kanel,A+,Ingénieur,2025-04-18,2,False
DON-33936,Omar,Sow,M,44,+221 75 456 19 78,omar.sow2@example.sn,"Quartier Diamaguène, Mbour",Thiès,Mbour,B+,Enseignant,2025-09-30,2,True
DON-81950,Alioune,Cisse,M,43,+221 75 598 62 95,alioune.cisse2@example.sn,"Quartier Diamaguène, Linguère",Louga,Linguère,O+,Maçon,2025-11-14,1,True
DON-53681,Safietou,Diagne,F,52,+221 70 187 33 12,safietou.diagne@example.sn,"Quartier Médina, Rufisque",Dakar,Rufisque,B+,Enseignant,2024-04-01,0,False
DON-24010,Ousmane,Wade,M,33,+221 70 366 43 38,ousmane.wade@example.sn,"Quartier Diamaguène, Sédhiou",Sédhiou,Sédhiou,B+,Architecte,2024-07-29,0,False
DON-92685,Lamine,Diouf,M,52,+221 77 889 05 87,lamine.diouf@example.sn,"Quartier Médina, Mbacké",Diourbel,Mbacké,O+,Agriculteur,2025-10-20,2,True
DON-74572,Assane,Ndiaye,M,49,+221 75 499 14 96,assane.ndiaye1@example.sn,"Quartier Escale, Saraya",Kédougou,Saraya,AB+,Journaliste,2025-07-26,0,False
DON-63941,Mame,Samb,F,29,+221 75 582 61 80,mame.samb1@example.sn,"Quartier HLM, Bignona",Ziguinchor,Bignona,B+,Infirmier,2024-06-09,2,False
DON-63155,Demba,Thiam,M,37,+221 75 420 72 15,demba.thiam3@example.sn,"Quartier HLM, Nioro du Rip",Kaolack,Nioro du Rip,A+,Agriculteur,2025-10-09,2,True
DON-19463,Daouda,Sy,M,21,+221 76 323 07 33,daouda.sy1@example.sn,"Quartier Médina, Mbacké",Diourbel,Mbacké,O-,Chauffeur,2025-12-18,1,True
DON-54742,Malick,Faye,M,47,+221 78 850 06 65,malick.faye@example.sn,"Quartier Médina, Matam",Matam,Matam,A+,Agriculteur,2025-10-17,1,True
DON-36417,Awa,Thiam,F,34,+221 78 446 92 17,awa.thiam2@example.sn,"Quartier Plateau, Vélingara",Kolda,Vélingara,A+,Comptable,2024-03-26,0,False
DON-30788,Serigne,Ly,M,22,+221 77 199 97 93,serigne.ly@example.sn,"Quartier Plateau, Guinguinéo",Kaolack,Guinguinéo,A+,Ingénieur,2024-10-17,1,False
DON-72027,Assane,Sow,M,28,+221 75 209 54 68,assane.sow@example.sn,"Quartier Diamaguène, Kaolack",Kaolack,Kaolack,A+,Avocat,2026-01-20,3,True
DON-61196,Bintou,Sy,F,40,+221 70 369 20 43,bintou.sy4@example.sn,"Quartier Plateau, Sédhiou",Sédhiou,Sédhiou,A+,Infirmier,2024-10-03,1,False
DON-76807,Mamadou,Toure,M,33,+221 78 284 25 47,mamadou.toure1@example.sn,"Quartier HLM, Gossas",Fatick,Gossas,A+,Comptable,2024-07-19,2,False
DON-12660,Maimouna,Sow,F,34,+221 77 279 71 61,maimouna.sow1@example.sn,"Quartier Médina, Nioro du Rip",Kaolack,Nioro du Rip,B+,Maçon,2024-12-17,1,False
DON-92250,Youssoupha,Dia,M,36,+221 76 986 38 69,youssoupha.dia1@example.sn,"Quartier Escale, Oussouye",Ziguinchor,Oussouye,O+,Agriculteur,2025-07-31,0,False
DON-35351,Safietou,Diaw,F,31,+221 78 281 97 61,safietou.diaw1@example.sn,"Quartier HLM, Podor",Saint-Louis,Podor,B+,Journaliste,2024-09-29,1,False
DON-83927,Amy,Faye,F,40,+221 70 261 21 21,amy.faye1@example.sn,"Quartier Plateau, Salémata",Kédougou,Salémata,O+,Sans emploi,2024-07-05,2,False
DON-53703,Babacar,Ba,M,30,+221 76 481 81 19,babacar.ba2@example.sn,"Quartier Plateau, Rufisque",Dakar,Rufisque,O+,Architecte,2024-08-07,0,False
DON-64048,Ousmane,Seck,M,31,+221 75 221 80 92,ousmane.seck2@example.sn,"Quartier Escale, Diourbel",Diourbel,Diourbel,A+,Architecte,2024-10-13,1,False
DON-87004,Babacar,Sane,M,30,+221 76 301 79 20,babacar.sane1@example.sn,"Quartier HLM, Fatick",Fatick,Fatick,A+,Avocat,2026-01-23,2,True
DON-80371,Lamine,Diagne,M,24,+221 78 174 10 58,lamine.diagne1@example.sn,"Quartier Plateau, Gossas",Fatick,Gossas,O+,Chauffeur,2024-06-01,2,False
DON-63976,Daouda,Toure,M,19,+221 70 267 92 91,daouda.toure1@example.sn,"Quartier Escale, Ranérou",Matam,Ranérou,O+,Ingénieur,2025-06-27,2,False
DON-82913,Abdou,Camara,M,41,+221 78 145 12 96,abdou.camara1@example.sn,"Quartier Escale, Guédiawaye",Dakar,Guédiawaye,O+,Etudiant,2024-10-28,2,False
DON-35671,Mame,Diouf,F,27,+221 78 431 59 27,mame.diouf@example.sn,"Quartier Médina, Louga",Louga,Louga,A+,Maçon,2025-08-04,1,False
DON-58056,Daouda,Mbacke,M,24,+221 70 824 47 79,daouda.mbacke2@example.sn,"Quartier Médina, Gossas",Fatick,Gossas,A+,Enseignant,2025-07-09,0,False
DON-24224,Seynabou,Ndiaye,F,21,+221 77 364 29 87,seynabou.ndiaye2@example.sn,"Quartier Médina, Bambey",Diourbel,Bambey,A+,Enseignant,2024-11-30,0,False
DON-82744,Aissatou,Thiam,F,46,+221 75 653 73 08,aissatou.thiam@example.sn,"Quartier Plateau, Gossas",Fatick,Gossas,A+,Fonctionnaire,2024-08-20,2,False
DON-44108,Pape,Thiam,M,47,+221 75 459 27 92,pape.thiam1@example.sn,"Quartier Escale, Mbacké",Diourbel,Mbacké,B+,Informaticien,2025-03-17,1,False
DON-26617,Seynabou,Toure,F,53,+221 77 485 43 61,seynabou.toure1@example.sn,"Quartier Diamaguène, Bignona",Ziguinchor,Bignona,O+,Mécanicien,2025-10-08,4,True
DON-80651,Bintou,Seck,F,46,+221 78 312 10 94,bintou.seck2@example.sn,"Quartier Médina, Ranérou",Matam,Ranérou,A+,Commerçant,2025-08-03,2,False
DON-44228,Babacar,Ndoye,M,29,+221 70 328 47 20,babacar.ndoye1@example.sn,"Quartier Médina, Ziguinchor",Ziguinchor,Ziguinchor,B-,Commerçant,2025-05-14,1,False
DON-91899,Mame,Gueye,F,41,+221 76 219 84 84,mame.gueye3@example.sn,"Quartier Plateau, Saint-Louis",Saint-Louis,Saint-Louis,A+,Architecte,2025-09-05,1,True
DON-11511,Oumou,Diouf,F,61,+221 77 140 61 29,oumou.diouf1@example.sn,"Quartier Escale, Salémata",Kédougou,Salémata,B+,Enseignant,2026-01-01,3,True
DON-73016,Youssoupha,Sane,M,37,+221 77 836 48 46,youssoupha.sane@example.sn,"Quartier Diamaguène, Podor",Saint-Louis,Podor,A+,Comptable,2025-07-24,0,False
DON-94621,El Hadji,Gueye,M,30,+221 70 590 12 61,elhadji.gueye@example.sn,"Quartier HLM, Koungheul",Kaffrine,Koungheul,A+,Fonctionnaire,2024-09-05,0,False
DON-29736,Boubacar,Dia,M,28,+221 78 584 82 32,boubacar.dia1@example.sn,"Quartier Diamaguène, Koumpentoum",Tambacounda,Koumpentoum,B+,Commerçant,2025-11-17,3,True
DON-10366,Rokhaya,Diop,F,33,+221 70 512 06 99,rokhaya.diop2@example.sn,"Quartier Plateau, Bignona",Ziguinchor,Bignona,A+,Comptable,2025-12-15,3,True
DON-26114,Omar,Sane,M,35,+221 78 792 85 27,omar.sane@example.sn,"Quartier Médina, Bignona",Ziguinchor,Bignona,B+,Chauffeur,2024-07-07,2,False
DON-59194,Lamine,Diallo,M,30,+221 77 166 06 19,lamine.diallo@example.sn,"Quartier Plateau, Kédougou",Kédougou,Kédougou,O+,Commerçant,2024-06-23,1,False
DON-91841,Babacar,Thiam,M,38,+221 75 409 98 66,babacar.thiam@example.sn,"Quartier Médina, Koumpentoum",Tambacounda,Koumpentoum,O+,Enseignant,2026-01-17,1,True
DON-79375,Aminata,Diagne,F,27,+221 77 538 90 50,aminata.diagne2@example.sn,"Quartier HLM, Mbour",Thiès,Mbour,B+,Fonctionnaire,2024-07-14,2,False
DON-79248,Rokhaya,Wade,F,26,+221 77 770 59 99,rokhaya.wade@example.sn,"Quartier HLM, Gossas",Fatick,Gossas,O+,Infirmier,2025-07-26,0,False
DON-84897,Amadou,Diaw,M,40,+221 70 783 90 84,amadou.diaw@example.sn,"Quartier HLM, Vélingara",Kolda,Vélingara,O+,Fonctionnaire,2024-08-18,0,False
DON-66477,Assane,Toure,M,30,+221 78 274 63 88,assane.toure@example.sn,"Quartier HLM, Matam",Matam,Matam,O+,Chauffeur,2024-08-11,0,False
DON-56488,Aminata,Samb,F,54,+221 70 587 56 58,aminata.samb@example.sn,"Quartier Escale, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,O+,Fonctionnaire,2025-08-27,4,True
DON-13049,El Hadji,Dia,M,35,+221 77 888 24 73,elhadji.dia@example.sn,"Quartier Plateau, Koungheul",Kaffrine,Koungheul,A+,Maçon,2025-07-22,1,False
DON-41646,Sokhna,Niang,F,44,+221 75 940 48 79,sokhna.niang1@example.sn,"Quartier Diamaguène, Tambacounda",Tambacounda,Tambacounda,O+,Fonctionnaire,2025-01-22,1,False
DON-54555,Nafi,Gueye,F,47,+221 77 586 02 95,nafi.gueye@example.sn,"Quartier Escale, Goudomp",Sédhiou,Goudomp,A+,Maçon,2024-03-01,0,False
DON-51297,Cheikh,Faye,M,26,+221 77 762 23 02,cheikh.faye@example.sn,"Quartier Médina, Dagana",Saint-Louis,Dagana,B+,Agriculteur,2024-06-12,0,False
DON-81352,Ousmane,Diaw,M,35,+221 77 433 22 71,ousmane.diaw@example.sn,"Quartier Médina, Koumpentoum",Tambacounda,Koumpentoum,O+,Enseignant,2025-09-30,2,True
DON-14555,Mame,Gueye,F,29,+221 77 240 70 26,mame.gueye4@example.sn,"Quartier Diamaguène, Vélingara",Kolda,Vélingara,A+,Ingénieur,2024-12-14,1,False
DON-11098,Seynabou,Sow,F,48,+221 77 410 09 12,seynabou.sow1@example.sn,"Quartier Médina, Goudomp",Sédhiou,Goudomp,O+,Etudiant,2024-08-15,0,False
DON-11719,Lamine,Toure,M,35,+221 78 732 98 94,lamine.toure2@example.sn,"Quartier HLM, Kolda",Kolda,Kolda,O+,Sans emploi,2024-08-16,2,False
DON-10402,Coumba,Sane,F,24,+221 75 458 53 20,coumba.sane@example.sn,"Quartier Plateau, Nioro du Rip",Kaolack,Nioro du Rip,O+,Comptable,2024-12-05,2,False
DON-78938,Ndeye,Wade,F,29,+221 75 581 23 12,ndeye.wade@example.sn,"Quartier Escale, Dakar",Dakar,Dakar,A+,Architecte,2025-09-30,3,True
DON-63382,Babacar,Mbaye,M,29,+221 78 386 22 04,babacar.mbaye1@example.sn,"Quartier Médina, Bignona",Ziguinchor,Bignona,A+,Informaticien,2025-09-14,2,True
DON-14781,Babacar,Mbacke,M,29,+221 70 318 19 18,babacar.mbacke@example.sn,"Quartier Diamaguène, Guinguinéo",Kaolack,Guinguinéo,A+,Architecte,2025-05-18,1,False
DON-67064,Omar,Sarr,M,27,+221 77 971 30 66,omar.sarr1@example.sn,"Quartier Escale, Rufisque",Dakar,Rufisque,O+,Mécanicien,2024-11-22,2,False
DON-78191,Assane,Toure,M,54,+221 78 706 19 78,assane.toure1@example.sn,"Quartier Plateau, Louga",Louga,Louga,O+,Électricien,2025-12-09,1,True
DON-23100,Samba,Gueye,M,22,+221 78 466 75 67,samba.gueye@example.sn,"Quartier HLM, Salémata",Kédougou,Salémata,O+,Tailleur,2025-07-01,1,False
DON-73605,Assane,Niang,M,32,+221 76 339 23 60,assane.niang1@example.sn,"Quartier Diamaguène, Ziguinchor",Ziguinchor,Ziguinchor,A+,Informaticien,2024-05-03,2,False
DON-79181,Sokhna,Sane,F,27,+221 76 425 59 40,sokhna.sane3@example.sn,"Quartier HLM, Dakar",Dakar,Dakar,O+,Maçon,2026-01-29,2,True
DON-37782,Khadija,Diagne,F,50,+221 78 727 97 55,khadija.diagne1@example.sn,"Quartier Diamaguène, Oussouye",Ziguinchor,Oussouye,A+,Mécanicien,2025-12-18,1,True
DON-76505,Daouda,Diallo,M,41,+221 70 208 78 33,daouda.diallo1@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,O+,Maçon,2025-12-17,2,True
DON-85076,Demba,Mbacke,M,45,+221 75 805 88 10,demba.mbacke2@example.sn,"Quartier Diamaguène, Nioro du Rip",Kaolack,Nioro du Rip,B+,Électricien,2024-06-01,2,False
DON-80158,Fama,Sarr,F,23,+221 70 744 41 09,fama.sarr1@example.sn,"Quartier Diamaguène, Koumpentoum",Tambacounda,Koumpentoum,B+,Infirmier,2025-09-08,2,True
DON-91105,Amy,Sow,F,44,+221 78 393 80 87,amy.sow1@example.sn,"Quartier Médina, Kaolack",Kaolack,Kaolack,O+,Mécanicien,2024-06-30,0,False
DON-63453,Mustapha,Toure,M,31,+221 75 138 52 16,mustapha.toure@example.sn,"Quartier Diamaguène, Bambey",Diourbel,Bambey,AB+,Sans emploi,2025-12-09,2,True
DON-32795,Bintou,Sow,F,57,+221 78 619 25 77,bintou.sow@example.sn,"Quartier Diamaguène, Bounkiling",Sédhiou,Bounkiling,A+,Infirmier,2024-11-08,2,False
DON-28156,Lamine,Dia,M,51,+221 75 129 35 89,lamine.dia@example.sn,"Quartier HLM, Saraya",Kédougou,Saraya,O+,Etudiant,2024-08-20,1,False
DON-81991,Khadija,Sow,F,36,+221 78 781 54 24,khadija.sow1@example.sn,"Quartier Diamaguène, Mbacké",Diourbel,Mbacké,B+,Comptable,2026-01-04,2,True
DON-92621,Khadija,Camara,F,30,+221 77 463 44 83,khadija.camara@example.sn,"Quartier Escale, Tivaouane",Thiès,Tivaouane,B+,Architecte,2024-12-14,1,False
DON-51116,Aissatou,Dia,F,50,+221 75 665 14 46,aissatou.dia1@example.sn,"Quartier Escale, Linguère",Louga,Linguère,O+,Chauffeur,2024-08-11,0,False
DON-45638,Seynabou,Ndoye,F,37,+221 77 149 41 57,seynabou.ndoye@example.sn,"Quartier Médina, Diourbel",Diourbel,Diourbel,O+,Sans emploi,2024-08-31,0,False
DON-18205,Mamadou,Dia,M,32,+221 77 295 93 09,mamadou.dia@example.sn,"Quartier Plateau, Linguère",Louga,Linguère,B+,Ingénieur,2025-01-01,0,False
DON-16280,Abdoulaye,Dia,M,29,+221 77 729 46 67,abdoulaye.dia1@example.sn,"Quartier Diamaguène, Gossas",Fatick,Gossas,O+,Commerçant,2026-01-08,3,True
DON-63449,Mustapha,Sarr,M,48,+221 78 975 44 80,mustapha.sarr1@example.sn,"Quartier Médina, Tambacounda",Tambacounda,Tambacounda,B+,Avocat,2024-10-27,2,False
DON-74915,Bintou,Gueye,F,26,+221 76 842 71 88,bintou.gueye2@example.sn,"Quartier Diamaguène, Rufisque",Dakar,Rufisque,A+,Maçon,2026-01-17,4,True
DON-98000,Ibrahima,Diaw,M,42,+221 78 330 17 18,ibrahima.diaw1@example.sn,"Quartier HLM, Sédhiou",Sédhiou,Sédhiou,O+,Etudiant,2024-12-09,2,False
DON-16251,El Hadji,Boye,M,38,+221 78 212 06 19,elhadji.boye1@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,B+,Etudiant,2025-01-06,1,False
DON-51182,Mariama,Faye,F,32,+221 70 387 30 72,mariama.faye@example.sn,"Quartier Médina, Fatick",Fatick,Fatick,A+,Comptable,2025-09-21,4,True
DON-98871,Pape,Ndoye,M,19,+221 77 231 85 98,pape.ndoye@example.sn,"Quartier Diamaguène, Mbour",Thiès,Mbour,O+,Fonctionnaire,2025-08-19,1,True
DON-51648,Aissatou,Sy,F,27,+221 78 884 71 68,aissatou.sy4@example.sn,"Quartier Plateau, Dagana",Saint-Louis,Dagana,B+,Architecte,2024-03-20,2,False
DON-48892,Seynabou,Sow,F,32,+221 70 543 92 29,seynabou.sow2@example.sn,"Quartier Diamaguène, Fatick",Fatick,Fatick,O+,Commerçant,2024-07-25,2,False
DON-22388,Abdou,Ba,M,49,+221 76 562 03 07,abdou.ba@example.sn,"Quartier HLM, Pikine",Dakar,Pikine,A-,Commerçant,2025-12-21,2,True
DON-70713,Mame,Dia,F,31,+221 76 961 32 68,mame.dia1@example.sn,"Quartier Médina, Kaolack",Kaolack,Kaolack,B-,Fonctionnaire,2025-09-11,1,True
DON-23413,Moussa,Sarr,M,50,+221 78 538 05 03,moussa.sarr2@example.sn,"Quartier Diamaguène, Mbour",Thiès,Mbour,AB+,Journaliste,2025-08-01,0,False
DON-40360,Nafi,Samb,F,40,+221 75 507 73 56,nafi.samb1@example.sn,"Quartier Escale, Goudomp",Sédhiou,Goudomp,B+,Ingénieur,2024-11-24,0,False
DON-74595,Adama,Ndiaye,F,36,+221 75 819 22 11,adama.ndiaye2@example.sn,"Quartier Plateau, Birkelane",Kaffrine,Birkelane,B+,Mécanicien,2026-01-11,4,True
DON-12026,Maimouna,Diop,F,27,+221 70 103 77 73,maimouna.diop@example.sn,"Quartier Plateau, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,B+,Architecte,2025-09-06,2,True
DON-30868,Daouda,Samb,M,26,+221 77 759 94 31,daouda.samb1@example.sn,"Quartier HLM, Diourbel",Diourbel,Diourbel,B+,Etudiant,2024-03-15,1,False
DON-95367,Aissatou,Dia,F,36,+221 78 222 05 97,aissatou.dia2@example.sn,"Quartier Diamaguène, Guinguinéo",Kaolack,Guinguinéo,O+,Agriculteur,2024-08-17,1,False
DON-45195,Oumou,Toure,F,36,+221 78 821 35 49,oumou.toure@example.sn,"Quartier Diamaguène, Tambacounda",Tambacounda,Tambacounda,B-,Architecte,2024-03-07,1,False
DON-40120,Moussa,Gueye,M,45,+221 75 826 70 65,moussa.gueye@example.sn,"Quartier Diamaguène, Rufisque",Dakar,Rufisque,O+,Chauffeur,2024-02-26,2,False
DON-82553,Bintou,Gueye,F,29,+221 77 240 95 23,bintou.gueye3@example.sn,"Quartier HLM, Nioro du Rip",Kaolack,Nioro du Rip,O+,Comptable,2024-08-28,1,False
DON-81299,Safietou,Diagne,F,23,+221 76 850 91 32,safietou.diagne1@example.sn,"Quartier Plateau, Guédiawaye",Dakar,Guédiawaye,O+,Sans emploi,2025-06-08,0,False
DON-18320,Mamadou,Diagne,M,28,+221 76 930 30 14,mamadou.diagne1@example.sn,"Quartier Diamaguène, Koumpentoum",Tambacounda,Koumpentoum,O+,Architecte,2024-05-16,1,False
DON-30173,Fama,Gueye,F,36,+221 78 637 06 59,fama.gueye@example.sn,"Quartier Diamaguène, Linguère",Louga,Linguère,B+,Informaticien,2024-09-12,1,False
DON-41127,Malick,Ndoye,M,31,+221 70 187 02 68,malick.ndoye@example.sn,"Quartier HLM, Kaffrine",Kaffrine,Kaffrine,A+,Etudiant,2024-05-04,2,False
DON-15022,Safietou,Mbaye,F,38,+221 77 309 42 24,safietou.mbaye2@example.sn,"Quartier Médina, Vélingara",Kolda,Vélingara,O+,Chauffeur,2024-07-01,2,False
DON-61534,Youssoupha,Sane,M,27,+221 76 761 13 47,youssoupha.sane1@example.sn,"Quartier Médina, Koungheul",Kaffrine,Koungheul,A+,Agriculteur,2024-08-16,1,False
DON-45291,Khady,Sarr,F,55,+221 76 472 78 49,khady.sarr1@example.sn,"Quartier Médina, Gossas",Fatick,Gossas,O+,Architecte,2024-06-24,2,False
DON-34458,Lamine,Mbaye,M,23,+221 75 666 88 18,lamine.mbaye1@example.sn,"Quartier Plateau, Bambey",Diourbel,Bambey,O+,Fonctionnaire,2025-03-05,1,False
DON-39133,Khady,Seck,F,54,+221 70 988 75 77,khady.seck@example.sn,"Quartier Diamaguène, Bambey",Diourbel,Bambey,A+,Comptable,2024-02-23,0,False
DON-74177,Souleymane,Sow,M,31,+221 75 540 98 80,souleymane.sow@example.sn,"Quartier Plateau, Oussouye",Ziguinchor,Oussouye,B+,Architecte,2024-04-13,1,False
DON-39387,Boubacar,Ba,M,44,+221 77 425 74 56,boubacar.ba1@example.sn,"Quartier HLM, Dagana",Saint-Louis,Dagana,A-,Mécanicien,2025-05-12,2,False
DON-53727,Ousmane,Diagne,M,33,+221 75 495 97 25,ousmane.diagne@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,A+,Commerçant,2024-08-18,0,False
DON-52960,Mame,Mbaye,F,29,+221 78 279 88 90,mame.mbaye1@example.sn,"Quartier Médina, Kaolack",Kaolack,Kaolack,B+,Fonctionnaire,2025-03-06,1,False
DON-51591,Assane,Ly,M,23,+221 77 126 93 87,assane.ly@example.sn,"Quartier Diamaguène, Ranérou",Matam,Ranérou,O+,Chauffeur,2024-11-02,0,False
DON-60191,Mustapha,Toure,M,21,+221 75 987 87 05,mustapha.toure1@example.sn,"Quartier Escale, Saint-Louis",Saint-Louis,Saint-Louis,B+,Ingénieur,2024-10-24,1,False
DON-27009,Boubacar,Sane,M,43,+221 78 962 77 80,boubacar.sane1@example.sn,"Quartier Diamaguène, Louga",Louga,Louga,A+,Architecte,2025-01-30,1,False
DON-64536,Khady,Wade,F,36,+221 77 644 34 54,khady.wade1@example.sn,"Quartier Diamaguène, Bambey",Diourbel,Bambey,O+,Ingénieur,2024-11-22,1,False
DON-54287,Fama,Mbacke,F,48,+221 75 665 87 08,fama.mbacke1@example.sn,"Quartier HLM, Guinguinéo",Kaolack,Guinguinéo,A+,Architecte,2024-02-11,2,False
DON-90432,Nafi,Seck,F,45,+221 70 398 25 71,nafi.seck2@example.sn,"Quartier Diamaguène, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,B+,Agriculteur,2024-02-05,1,False
